,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,"Swap Agreements, at Value 
(4)", 
Counterparty, ,Index/Tranches, ,FixedReceive Rate, , ,MaturityDate, , ,NotionalAmount (3), , ,Premiums(Received), , ,UnrealizedAppreciation/(Depreciation), , ,Asset, , ,Liability, 
BOA, , ABX.HE.AAA.6-2 Index, , ,0.110,% , , ,05/25/2046, , ,$,"32,025", , ,$,"(7,101",) , ,$,"2,858", , ,$,0, , ,$,"(4,243",) 
DUB, , ABX.HE.AA.6-2 Index, , ,0.170, , , ,05/25/2046, , , ,146, , , ,(58,) , , ,(4,) , , ,0, , , ,(62,) 
, , CMBX.NA.AAA.6 Index, , ,0.500, , , ,05/11/2063, , , ,"26,987", , , ,(616,) , , ,608, , , ,0, , , ,(8,) 
FBF, , ABX.HE.AA.7-1 Index, , ,0.150, , , ,08/25/2037, , , ,"1,565", , , ,"(1,327",) , , ,826, , , ,0, , , ,(501,) 
, , CMBX.NA.AAA.7 Index, , ,0.500, , , ,01/17/2047, , , ,"33,000", , , ,"(1,119",) , , ,936, , , ,0, , , ,(183,) 
GST, , CMBX.NA.AAA.7 Index, , ,0.500, , , ,01/17/2047, , , ,"10,805", , , ,(403,) , , ,343, , , ,0, , , ,(60,) 
, , CMBX.NA.AAA.8 Index, , ,0.500, , , ,10/17/2057, , , ,"89,100", , , ,"(3,978",) , , ,"2,964", , , ,0, , , ,"(1,014",) 
, , CMBX.NA.AAA.9 Index, , ,0.500, , , ,09/17/2058, , , ,"81,800", , , ,"(5,018",) , , ,"3,231", , , ,0, , , ,"(1,787",) 
JPS, , CMBX.NA.AAA.6 Index, , ,0.500, , , ,05/11/2063, , , ,"24,988", , , ,(536,) , , ,529, , , ,0, , , ,(7,) 
, , CMBX.NA.AAA.8 Index, , ,0.500, , , ,10/17/2057, , , ,"71,400", , , ,"(3,240",) , , ,"2,427", , , ,0, , , ,(813,) 
, , CMBX.NA.BBB-.7 Index, , ,3.000, , , ,01/17/2047, , , ,"21,400", , , ,"(2,009",) , , ,808, , , ,0, , , ,"(1,201",) 
MYC, , CMBX.NA.AAA.6 Index, , ,0.500, , , ,05/11/2063, , , ,"24,988", , , ,(542,) , , ,535, , , ,0, , , ,(7,) 
, , CMBX.NA.AAA.7 Index, , ,0.500, , , ,01/17/2047, , , ,"25,000", , , ,(870,) , , ,731, , , ,0, , , ,(139,) 
, ,, ,,,, ,,,, ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
, ,,,, ,,,, ,,,, ,$,"  (26,817",) , ,$,"  16,792", , ,$,0, , ,$,"(10,025",) 
, ,, ,,,, ,,,, ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
 Total Swap Agreements, , ,$,"(27,384",) , ,$,"17,882", , ,$,  663, , ,$,"  (10,165",) 
, ,, ,,,, ,,,, ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
