711363,C,B-Credit Default Swap
711363,r,I-Credit Default Swap
711363,e,I-Credit Default Swap
711363,d,I-Credit Default Swap
711363,i,I-Credit Default Swap
711363,t,I-Credit Default Swap
711363, ,I-Credit Default Swap
711363,d,I-Credit Default Swap
711363,e,I-Credit Default Swap
711363,f,I-Credit Default Swap
711363,a,I-Credit Default Swap
711363,u,I-Credit Default Swap
711363,l,I-Credit Default Swap
711363,t,I-Credit Default Swap
711363, ,I-Credit Default Swap
711363,s,I-Credit Default Swap
711363,w,I-Credit Default Swap
711363,a,I-Credit Default Swap
711363,p,I-Credit Default Swap
711363,s,I-Credit Default Swap
711363, ,O
711363,i,O
711363,n,O
711363,v,O
711363,o,O
711363,l,O
711363,v,O
711363,e,O
711363, ,O
711363,c,O
711363,o,O
711363,m,O
711363,m,O
711363,i,O
711363,t,O
711363,m,O
711363,e,O
711363,n,O
711363,t,O
711363,s,O
711363, ,O
711363,t,O
711363,o,O
711363, ,O
711363,p,O
711363,a,O
711363,y,O
711363, ,O
711363,a,O
711363, ,O
711363,f,O
711363,i,O
711363,x,O
711363,e,O
711363,d,O
711363, ,O
711363,r,O
711363,a,O
711363,t,O
711363,e,O
711363, ,O
711363,a,O
711363,t,O
711363, ,O
711363,a,O
711363, ,O
711363,p,O
711363,r,O
711363,e,O
711363,d,O
711363,e,O
711363,t,O
711363,e,O
711363,r,O
711363,m,O
711363,i,O
711363,n,O
711363,e,O
711363,d,O
717981,S,O
717981,C,O
717981,H,O
717981,E,O
717981,D,O
717981,U,O
717981,L,O
717981,E,O
717981, ,O
717981,O,O
717981,F,O
717981, ,O
717981,C,B-Credit Default Swap
717981,R,I-Credit Default Swap
717981,E,I-Credit Default Swap
717981,D,I-Credit Default Swap
717981,I,I-Credit Default Swap
717981,T,I-Credit Default Swap
717981, ,I-Credit Default Swap
717981,D,I-Credit Default Swap
717981,E,I-Credit Default Swap
717981,F,I-Credit Default Swap
717981,A,I-Credit Default Swap
717981,U,I-Credit Default Swap
717981,L,I-Credit Default Swap
717981,T,I-Credit Default Swap
717981, ,I-Credit Default Swap
717981,S,I-Credit Default Swap
717981,W,I-Credit Default Swap
717981,A,I-Credit Default Swap
717981,P,I-Credit Default Swap
717981, ,O
717981,A,O
717981,G,O
717981,R,O
717981,E,O
717981,E,O
717981,M,O
717981,E,O
717981,N,O
717981,T,O
717981,S,O
717987,B,B-Direction of Trade
717987,u,I-Direction of Trade
717987,y,I-Direction of Trade
717987, ,O
717987,p,O
717987,r,O
717987,o,O
717987,t,O
717987,e,O
717987,c,O
717987,t,O
717987,i,O
717987,o,O
717987,n,O
717987, ,O
717987,f,O
717987,o,O
717987,r,O
717987, ,O
717987,C,B-Reference Entity
717987,D,I-Reference Entity
717987,X,I-Reference Entity
717987,4,I-Reference Entity
717987, ,I-Reference Entity
717987,H,I-Reference Entity
717987,Y,I-Reference Entity
717987, ,I-Reference Entity
717987,I,I-Reference Entity
717987,n,I-Reference Entity
717987,d,I-Reference Entity
717987,e,I-Reference Entity
717987,x,I-Reference Entity
717987, ,O
717987,a,O
717987,n,O
717987,d,O
717987, ,O
717987,p,O
717987,a,O
717987,y,O
717987, ,O
717987,q,O
717987,u,O
717987,a,O
717987,r,O
717987,t,O
717987,e,O
717987,r,O
717987,l,O
717987,y,O
717987, ,O
717987,3,B-Fixed Rate
717987,.,I-Fixed Rate
717987,6,I-Fixed Rate
717987,0,I-Fixed Rate
717987,%,I-Fixed Rate
717987, ,O
717987,t,O
717987,o,O
717987, ,O
717987,M,B-Counterparty
717987,o,I-Counterparty
717987,r,I-Counterparty
717987,g,I-Counterparty
717987,a,I-Counterparty
717987,n,I-Counterparty
717987, ,I-Counterparty
717987,S,I-Counterparty
717987,t,I-Counterparty
717987,a,I-Counterparty
717987,n,I-Counterparty
717987,l,I-Counterparty
717987,e,I-Counterparty
717987,y,I-Counterparty
717987,.,O
717987, ,O
717987, ,O
717987, ,O
717987,$,O
717987, ,O
717987, ,B-Notional Amount
717987,4,I-Notional Amount
717987,",",I-Notional Amount
717987,4,I-Notional Amount
717987,6,I-Notional Amount
717987,4,I-Notional Amount
717987,",",I-Notional Amount
717987,0,I-Notional Amount
717987,0,I-Notional Amount
717987,0,I-Notional Amount
717987, ,I-Notional Amount
717987,$,I-Notional Amount
717987, ,O
717987, ,O
717987, ,O
717987, ,O
717987, ,O
717987, ,O
717987, ,O
717987, ,O
717987, ,O
717987,(,O
717987,1,O
717987,4,O
717987,3,O
717987,",",O
717987,0,O
717987,4,O
717987,5,O
717987,),O
718058,C,B-Credit Default Swap
718058,r,I-Credit Default Swap
718058,e,I-Credit Default Swap
718058,d,I-Credit Default Swap
718058,i,I-Credit Default Swap
718058,t,I-Credit Default Swap
718058, ,I-Credit Default Swap
718058,D,I-Credit Default Swap
718058,e,I-Credit Default Swap
718058,f,I-Credit Default Swap
718058,a,I-Credit Default Swap
718058,u,I-Credit Default Swap
718058,l,I-Credit Default Swap
718058,t,I-Credit Default Swap
718058, ,I-Credit Default Swap
718058,S,I-Credit Default Swap
718058,w,I-Credit Default Swap
718058,a,I-Credit Default Swap
718058,p,I-Credit Default Swap
718058,s,I-Credit Default Swap
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058, ,O
718058,0,O
718058,.,O
718058,0,O
718058,4,O
718058,%,O
